"Time","Strom (Z)","Billia (Z)","Hatston (Z)","Fow (Z)"
"2015-07-10T14:45:00.000Z",0.37,0.93,0.24,0.13
"2015-07-10T15:00:00.000Z",0.51,0.98,0.32,0.2
"2015-07-10T15:15:00.000Z",0.57,0.95,0.41,0.28
"2015-07-10T15:30:00.000Z",0.6,0.96,0.52,0.35
"2015-07-10T15:45:00.000Z",0.71,0.97,0.62,0.42
"2015-07-10T16:00:00.000Z",0.84,0.94,0.68,0.51
"2015-07-10T16:15:00.000Z",0.81,0.85,0.74,0.58
"2015-07-10T16:30:00.000Z",0.74,0.78,0.79,0.59
"2015-07-10T16:45:00.000Z",0.79,0.73,0.81,0.6
"2015-07-10T17:00:00.000Z",0.8,0.66,0.79,0.64
"2015-07-10T17:15:00.000Z",0.66,0.52,0.76,0.66
"2015-07-10T17:30:00.000Z",0.54,0.42,0.76,0.63
"2015-07-10T17:45:00.000Z",0.57,0.33,0.76,0.59
"2015-07-10T18:00:00.000Z",0.57,0.22,0.71,0.58
"2015-07-10T18:15:00.000Z",0.47,0.09,0.64,0.56
"2015-07-10T18:30:00.000Z",0.41,-0.03,0.6,0.5
"2015-07-10T18:45:00.000Z",0.41,-0.13,0.58,0.42
"2015-07-10T19:00:00.000Z",0.39,-0.22,0.53,0.36
"2015-07-10T19:15:00.000Z",0.32,-0.32,0.44,0.29
"2015-07-10T19:30:00.000Z",0.23,-0.41,0.33,0.21
"2015-07-10T19:45:00.000Z",0.13,-0.51,0.23,0.1
"2015-07-10T20:00:00.000Z",0,-0.6,0.15,-0.01
"2015-07-10T20:15:00.000Z",-0.08,-0.65,0.05,-0.11
"2015-07-10T20:30:00.000Z",-0.16,-0.74,-0.06,-0.21
"2015-07-10T20:45:00.000Z",-0.27,-0.83,-0.15,-0.31
"2015-07-10T21:00:00.000Z",-0.39,-0.89,-0.23,-0.42
"2015-07-10T21:15:00.000Z",-0.43,-0.89,-0.31,-0.53
"2015-07-10T21:30:00.000Z",-0.43,-0.91,-0.4,-0.6
"2015-07-10T21:45:00.000Z",-0.51,-0.94,-0.5,-0.65
"2015-07-10T22:00:00.000Z",-0.63,-0.92,-0.58,-0.73
"2015-07-10T22:15:00.000Z",-0.64,-0.83,-0.65,-0.8
"2015-07-10T22:30:00.000Z",-0.58,-0.77,-0.71,-0.81
"2015-07-10T22:45:00.000Z",-0.61,-0.73,-0.78,-0.78
"2015-07-10T23:00:00.000Z",-0.68,-0.66,-0.79,-0.78
"2015-07-10T23:15:00.000Z",-0.61,-0.52,-0.77,-0.79
"2015-07-10T23:30:00.000Z",-0.45,-0.42,-0.75,-0.73
"2015-07-10T23:45:00.000Z",-0.42,-0.33,-0.74,-0.64
"2015-07-11T00:00:00.000Z",-0.45,-0.23,-0.69,-0.59
"2015-07-11T00:15:00.000Z",-0.37,-0.09,-0.6,-0.55
"2015-07-11T00:30:00.000Z",-0.24,0.04,-0.55,-0.47
"2015-07-11T00:45:00.000Z",-0.23,0.15,-0.53,-0.36
"2015-07-11T01:00:00.000Z",-0.25,0.26,-0.46,-0.29
"2015-07-11T01:15:00.000Z",-0.21,0.37,-0.34,-0.23
"2015-07-11T01:30:00.000Z",-0.12,0.48,-0.23,-0.14
"2015-07-11T01:45:00.000Z",-0.06,0.59,-0.12,-0.04
"2015-07-11T02:00:00.000Z",0.02,0.69,0,0.04
"2015-07-11T02:15:00.000Z",0.12,0.76,0.13,0.11
"2015-07-11T02:30:00.000Z",0.22,0.85,0.23,0.16
"2015-07-11T02:45:00.000Z",0.36,0.95,0.32,0.23
"2015-07-11T03:00:00.000Z",0.49,1.01,0.39,0.3
"2015-07-11T03:15:00.000Z",0.56,1.03,0.46,0.37
"2015-07-11T03:30:00.000Z",0.6,1.07,0.54,0.41
"2015-07-11T03:45:00.000Z",0.71,1.12,0.62,0.46
"2015-07-11T04:00:00.000Z",0.85,1.12,0.69,0.55
"2015-07-11T04:15:00.000Z",0.87,1.05,0.76,0.63
"2015-07-11T04:30:00.000Z",0.85,1.01,0.86,0.67
"2015-07-11T04:45:00.000Z",0.93,0.99,0.92,0.7
"2015-07-11T05:00:00.000Z",0.99,0.92,0.93,0.75
"2015-07-11T05:15:00.000Z",0.88,0.79,0.92,0.79
"2015-07-11T05:30:00.000Z",0.76,0.7,0.93,0.76
"2015-07-11T05:45:00.000Z",0.78,0.62,0.92,0.73
"2015-07-11T06:00:00.000Z",0.78,0.51,0.87,0.74
"2015-07-11T06:15:00.000Z",0.66,0.36,0.8,0.73
"2015-07-11T06:30:00.000Z",0.56,0.23,0.78,0.67
"2015-07-11T06:45:00.000Z",0.56,0.12,0.75,0.59
"2015-07-11T07:00:00.000Z",0.56,0,0.7,0.54
"2015-07-11T07:15:00.000Z",0.47,-0.13,0.61,0.49
"2015-07-11T07:30:00.000Z",0.38,-0.25,0.53,0.41
"2015-07-11T07:45:00.000Z",0.32,-0.36,0.45,0.29
"2015-07-11T08:00:00.000Z",0.23,-0.47,0.36,0.18
"2015-07-11T08:15:00.000Z",0.12,-0.57,0.25,0.08
"2015-07-11T08:30:00.000Z",-0.01,-0.68,0.12,-0.03
"2015-07-11T08:45:00.000Z",-0.13,-0.8,0.01,-0.16
"2015-07-11T09:00:00.000Z",-0.26,-0.9,-0.09,-0.29
"2015-07-11T09:15:00.000Z",-0.34,-0.95,-0.18,-0.43
"2015-07-11T09:30:00.000Z",-0.4,-1.03,-0.29,-0.53
"2015-07-11T09:45:00.000Z",-0.51,-1.12,-0.4,-0.63
"2015-07-11T10:00:00.000Z",-0.64,-1.16,-0.5,-0.74
"2015-07-11T10:15:00.000Z",-0.69,-1.12,-0.6,-0.86
"2015-07-11T10:30:00.000Z",-0.68,-1.11,-0.71,-0.92
"2015-07-11T10:45:00.000Z",-0.75,-1.11,-0.82,-0.95
"2015-07-11T11:00:00.000Z",-0.87,-1.07,-0.89,-1
"2015-07-11T11:15:00.000Z",-0.88,-0.96,-0.94,-1.05
"2015-07-11T11:30:00.000Z",-0.78,-0.88,-0.98,-1.03
"2015-07-11T11:45:00.000Z",-0.79,-0.82,-1.02,-0.98
"2015-07-11T12:00:00.000Z",-0.84,-0.74,-1.01,-0.96
"2015-07-11T12:15:00.000Z",-0.73,-0.59,-0.97,-0.96
"2015-07-11T12:30:00.000Z",-0.57,-0.47,-0.93,-0.89
"2015-07-11T12:45:00.000Z",-0.58,-0.37,-0.92,-0.78
"2015-07-11T13:00:00.000Z",-0.62,-0.26,-0.87,-0.73
"2015-07-11T13:15:00.000Z",-0.54,-0.11,-0.78,-0.68
"2015-07-11T13:30:00.000Z",-0.42,0.02,-0.7,-0.59
"2015-07-11T13:45:00.000Z",-0.41,0.14,-0.64,-0.47
"2015-07-11T14:00:00.000Z",-0.4,0.26,-0.54,-0.39
"2015-07-11T14:15:00.000Z",-0.31,0.37,-0.38,-0.32
"2015-07-11T14:30:00.000Z",-0.22,0.48,-0.25,-0.22
"2015-07-11T14:45:00.000Z",-0.11,0.6,-0.14,-0.13
"2015-07-11T15:00:00.000Z",0.02,0.7,-0.04,-0.07
"2015-07-11T15:15:00.000Z",0.14,0.76,0.07,-0.01
"2015-07-11T15:30:00.000Z",0.23,0.85,0.16,0.05
"2015-07-11T15:45:00.000Z",0.35,0.95,0.23,0.13
"2015-07-11T16:00:00.000Z",0.49,1.01,0.31,0.2
"2015-07-11T16:15:00.000Z",0.55,1.01,0.39,0.27
"2015-07-11T16:30:00.000Z",0.59,1.03,0.49,0.33
"2015-07-11T16:45:00.000Z",0.72,1.06,0.59,0.41
"2015-07-11T17:00:00.000Z",0.85,1.04,0.67,0.5
"2015-07-11T17:15:00.000Z",0.85,0.96,0.74,0.59
"2015-07-11T17:30:00.000Z",0.8,0.9,0.82,0.61
"2015-07-11T17:45:00.000Z",0.86,0.86,0.85,0.63
"2015-07-11T18:00:00.000Z",0.9,0.79,0.85,0.68
"2015-07-11T18:15:00.000Z",0.76,0.66,0.82,0.71
"2015-07-11T18:30:00.000Z",0.64,0.55,0.83,0.68
"2015-07-11T18:45:00.000Z",0.66,0.47,0.82,0.65
"2015-07-11T19:00:00.000Z",0.66,0.36,0.78,0.65
"2015-07-11T19:15:00.000Z",0.55,0.21,0.71,0.64
"2015-07-11T19:30:00.000Z",0.46,0.09,0.68,0.58
"2015-07-11T19:45:00.000Z",0.47,-0.02,0.66,0.5
"2015-07-11T20:00:00.000Z",0.46,-0.13,0.61,0.44
"2015-07-11T20:15:00.000Z",0.38,-0.24,0.52,0.39
"2015-07-11T20:30:00.000Z",0.3,-0.35,0.42,0.3
"2015-07-11T20:45:00.000Z",0.22,-0.45,0.34,0.19
"2015-07-11T21:00:00.000Z",0.11,-0.55,0.25,0.08
"2015-07-11T21:15:00.000Z",-0.01,-0.62,0.14,-0.02
"2015-07-11T21:30:00.000Z",-0.09,-0.72,0.02,-0.12
"2015-07-11T21:45:00.000Z",-0.22,-0.82,-0.08,-0.24
"2015-07-11T22:00:00.000Z",-0.35,-0.9,-0.16,-0.36
"2015-07-11T22:15:00.000Z",-0.4,-0.92,-0.25,-0.48
"2015-07-11T22:30:00.000Z",-0.42,-0.97,-0.35,-0.57
"2015-07-11T22:45:00.000Z",-0.52,-1.02,-0.45,-0.64
"2015-07-11T23:00:00.000Z",-0.64,-1.03,-0.54,-0.73
"2015-07-11T23:15:00.000Z",-0.67,-0.95,-0.62,-0.82
"2015-07-11T23:30:00.000Z",-0.63,-0.91,-0.71,-0.85
"2015-07-11T23:45:00.000Z",-0.68,-0.88,-0.79,-0.85
"2015-07-12T00:00:00.000Z",-0.77,-0.82,-0.84,-0.87
"2015-07-12T00:15:00.000Z",-0.72,-0.68,-0.84,-0.89
"2015-07-12T00:30:00.000Z",-0.58,-0.58,-0.85,-0.84
"2015-07-12T00:45:00.000Z",-0.57,-0.51,-0.85,-0.76
"2015-07-12T01:00:00.000Z",-0.58,-0.41,-0.81,-0.72
"2015-07-12T01:15:00.000Z",-0.47,-0.25,-0.72,-0.69
"2015-07-12T01:30:00.000Z",-0.34,-0.12,-0.67,-0.6
"2015-07-12T01:45:00.000Z",-0.33,-0.01,-0.65,-0.49
"2015-07-12T02:00:00.000Z",-0.35,0.1,-0.59,-0.43
"2015-07-12T02:15:00.000Z",-0.28,0.24,-0.48,-0.37
"2015-07-12T02:30:00.000Z",-0.21,0.36,-0.39,-0.28
"2015-07-12T02:45:00.000Z",-0.16,0.48,-0.29,-0.16
"2015-07-12T03:00:00.000Z",-0.11,0.58,-0.16,-0.08
"2015-07-12T03:15:00.000Z",-0.02,0.67,-0.01,0
"2015-07-12T03:30:00.000Z",0.09,0.77,0.1,0.07
"2015-07-12T03:45:00.000Z",0.23,0.88,0.2,0.14
"2015-07-12T04:00:00.000Z",0.37,0.96,0.29,0.21
"2015-07-12T04:15:00.000Z",0.46,1,0.37,0.28
"2015-07-12T04:30:00.000Z",0.52,1.06,0.45,0.33
"2015-07-12T04:45:00.000Z",0.64,1.12,0.53,0.39
"2015-07-12T05:00:00.000Z",0.79,1.15,0.6,0.47
"2015-07-12T05:15:00.000Z",0.82,1.09,0.68,0.55
"2015-07-12T05:30:00.000Z",0.82,1.07,0.79,0.6
"2015-07-12T05:45:00.000Z",0.92,1.06,0.87,0.65
"2015-07-12T06:00:00.000Z",1.01,1.01,0.91,0.73
"2015-07-12T06:15:00.000Z",0.93,0.88,0.93,0.78
"2015-07-12T06:30:00.000Z",0.83,0.79,0.95,0.76
"2015-07-12T06:45:00.000Z",0.85,0.72,0.95,0.74
"2015-07-12T07:00:00.000Z",0.84,0.62,0.9,0.76
"2015-07-12T07:15:00.000Z",0.7,0.46,0.85,0.77
"2015-07-12T07:30:00.000Z",0.6,0.33,0.83,0.71
"2015-07-12T07:45:00.000Z",0.61,0.22,0.81,0.63
"2015-07-12T08:00:00.000Z",0.59,0.09,0.74,0.6
"2015-07-12T08:15:00.000Z",0.5,-0.06,0.66,0.56
"2015-07-12T08:30:00.000Z",0.42,-0.18,0.59,0.47
"2015-07-12T08:45:00.000Z",0.38,-0.3,0.54,0.36
"2015-07-12T09:00:00.000Z",0.31,-0.41,0.46,0.26
"2015-07-12T09:15:00.000Z",0.21,-0.52,0.34,0.17
"2015-07-12T09:30:00.000Z",0.09,-0.63,0.2,0.06
"2015-07-12T09:45:00.000Z",-0.06,-0.76,0.09,-0.07
"2015-07-12T10:00:00.000Z",-0.19,-0.87,-0.01,-0.21
"2015-07-12T10:15:00.000Z",-0.28,-0.93,-0.11,-0.35
"2015-07-12T10:30:00.000Z",-0.35,-1.03,-0.22,-0.46
"2015-07-12T10:45:00.000Z",-0.47,-1.13,-0.33,-0.57
"2015-07-12T11:00:00.000Z",-0.61,-1.18,-0.43,-0.7
"2015-07-12T11:15:00.000Z",-0.66,-1.16,-0.53,-0.82
"2015-07-12T11:30:00.000Z",-0.66,-1.16,-0.65,-0.89
"2015-07-12T11:45:00.000Z",-0.74,-1.18,-0.77,-0.94
"2015-07-12T12:00:00.000Z",-0.88,-1.15,-0.86,-1
"2015-07-12T12:15:00.000Z",-0.89,-1.03,-0.92,-1.07
"2015-07-12T12:30:00.000Z",-0.8,-0.95,-0.98,-1.06
"2015-07-12T12:45:00.000Z",-0.82,-0.89,-1.03,-1.01
"2015-07-12T13:00:00.000Z",-0.89,-0.8,-1.04,-1
"2015-07-12T13:15:00.000Z",-0.78,-0.64,-1,-1
"2015-07-12T13:30:00.000Z",-0.59,-0.52,-0.97,-0.93
"2015-07-12T13:45:00.000Z",-0.59,-0.41,-0.95,-0.82
"2015-07-12T14:00:00.000Z",-0.63,-0.3,-0.9,-0.76
"2015-07-12T14:15:00.000Z",-0.54,-0.13,-0.8,-0.72
"2015-07-12T14:30:00.000Z",-0.4,0.02,-0.73,-0.61
"2015-07-12T14:45:00.000Z",-0.39,0.14,-0.68,-0.48
"2015-07-12T15:00:00.000Z",-0.4,0.27,-0.58,-0.4
"2015-07-12T15:15:00.000Z",-0.31,0.4,-0.41,-0.33
"2015-07-12T15:30:00.000Z",-0.22,0.52,-0.27,-0.23
"2015-07-12T15:45:00.000Z",-0.11,0.65,-0.16,-0.11
"2015-07-12T16:00:00.000Z",0.01,0.76,-0.03,-0.05
"2015-07-12T16:15:00.000Z",0.14,0.84,0.09,0.01
"2015-07-12T16:30:00.000Z",0.26,0.94,0.19,0.08
"2015-07-12T16:45:00.000Z",0.4,1.05,0.27,0.16
"2015-07-12T17:00:00.000Z",0.55,1.13,0.35,0.24
"2015-07-12T17:15:00.000Z",0.63,1.13,0.44,0.31
"2015-07-12T17:30:00.000Z",0.67,1.17,0.54,0.37
"2015-07-12T17:45:00.000Z",0.82,1.21,0.64,0.45
"2015-07-12T18:00:00.000Z",0.96,1.2,0.73,0.56
"2015-07-12T18:15:00.000Z",0.96,1.11,0.81,0.65
"2015-07-12T18:30:00.000Z",0.92,1.06,0.9,0.69
"2015-07-12T18:45:00.000Z",0.99,1.02,0.95,0.71
"2015-07-12T19:00:00.000Z",1.03,0.94,0.95,0.77
"2015-07-12T19:15:00.000Z",0.89,0.79,0.93,0.81
"2015-07-12T19:30:00.000Z",0.76,0.68,0.94,0.78
"2015-07-12T19:45:00.000Z",0.77,0.58,0.94,0.74
"2015-07-12T20:00:00.000Z",0.77,0.46,0.88,0.75
"2015-07-12T20:15:00.000Z",0.64,0.29,0.81,0.74
"2015-07-12T20:30:00.000Z",0.54,0.16,0.78,0.67
"2015-07-12T20:45:00.000Z",0.54,0.03,0.75,0.58
"2015-07-12T21:00:00.000Z",0.53,-0.09,0.7,0.52
"2015-07-12T21:15:00.000Z",0.44,-0.23,0.6,0.46
"2015-07-12T21:30:00.000Z",0.36,-0.35,0.5,0.36
"2015-07-12T21:45:00.000Z",0.27,-0.47,0.41,0.24
"2015-07-12T22:00:00.000Z",0.16,-0.58,0.31,0.12
"2015-07-12T22:15:00.000Z",0.03,-0.67,0.19,0.01
"2015-07-12T22:30:00.000Z",-0.08,-0.78,0.06,-0.11
"2015-07-12T22:45:00.000Z",-0.22,-0.91,-0.06,-0.24
"2015-07-12T23:00:00.000Z",-0.37,-1,-0.15,-0.39
"2015-07-12T23:15:00.000Z",-0.44,-1.04,-0.25,-0.52
"2015-07-12T23:30:00.000Z",-0.47,-1.1,-0.36,-0.62
"2015-07-12T23:45:00.000Z",-0.58,-1.17,-0.48,-0.71
"2015-07-13T00:00:00.000Z",-0.72,-1.19,-0.58,-0.82
"2015-07-13T00:15:00.000Z",-0.76,-1.12,-0.68,-0.93
"2015-07-13T00:30:00.000Z",-0.73,-1.08,-0.78,-0.97
"2015-07-13T00:45:00.000Z",-0.79,-1.06,-0.88,-0.98
"2015-07-13T01:00:00.000Z",-0.9,-1,-0.94,-1.01
"2015-07-13T01:15:00.000Z",-0.87,-0.85,-0.96,-1.04
"2015-07-13T01:30:00.000Z",-0.73,-0.74,-0.98,-1
"2015-07-13T01:45:00.000Z",-0.71,-0.66,-1,-0.91
"2015-07-13T02:00:00.000Z",-0.73,-0.55,-0.96,-0.87
"2015-07-13T02:15:00.000Z",-0.6,-0.38,-0.88,-0.84
"2015-07-13T02:30:00.000Z",-0.45,-0.24,-0.82,-0.75
"2015-07-13T02:45:00.000Z",-0.44,-0.12,-0.79,-0.63
"2015-07-13T03:00:00.000Z",-0.46,0.01,-0.74,-0.56
"2015-07-13T03:15:00.000Z",-0.38,0.17,-0.62,-0.5
"2015-07-13T03:30:00.000Z",-0.28,0.31,-0.51,-0.39
"2015-07-13T03:45:00.000Z",-0.26,0.43,-0.42,-0.26
"2015-07-13T04:00:00.000Z",-0.21,0.55,-0.28,-0.17
"2015-07-13T04:15:00.000Z",-0.11,0.66,-0.11,-0.09
"2015-07-13T04:30:00.000Z",0.02,0.77,0.02,-0.01
"2015-07-13T04:45:00.000Z",0.17,0.9,0.12,0.07
"2015-07-13T05:00:00.000Z",0.32,0.99,0.22,0.14
"2015-07-13T05:15:00.000Z",0.44,1.04,0.33,0.22
"2015-07-13T05:30:00.000Z",0.51,1.11,0.41,0.28
"2015-07-13T05:45:00.000Z",0.65,1.2,0.49,0.35
"2015-07-13T06:00:00.000Z",0.82,1.23,0.57,0.43
"2015-07-13T06:15:00.000Z",0.86,1.18,0.67,0.53
"2015-07-13T06:30:00.000Z",0.87,1.16,0.79,0.6
"2015-07-13T06:45:00.000Z",0.99,1.16,0.88,0.66
"2015-07-13T07:00:00.000Z",1.09,1.1,0.93,0.74
"2015-07-13T07:15:00.000Z",1,0.97,0.97,0.8
"2015-07-13T07:30:00.000Z",0.9,0.88,1,0.8
"2015-07-13T07:45:00.000Z",0.93,0.8,1.01,0.78
"2015-07-13T08:00:00.000Z",0.91,0.69,0.96,0.81
"2015-07-13T08:15:00.000Z",0.75,0.51,0.91,0.82
"2015-07-13T08:30:00.000Z",0.65,0.38,0.89,0.76
"2015-07-13T08:45:00.000Z",0.66,0.26,0.87,0.69
"2015-07-13T09:00:00.000Z",0.64,0.12,0.8,0.66
"2015-07-13T09:15:00.000Z",0.53,-0.04,0.71,0.62
"2015-07-13T09:30:00.000Z",0.46,-0.18,0.65,0.53
"2015-07-13T09:45:00.000Z",0.41,-0.31,0.6,0.41
"2015-07-13T10:00:00.000Z",0.36,-0.43,0.53,0.3
"2015-07-13T10:15:00.000Z",0.25,-0.54,0.4,0.21
"2015-07-13T10:30:00.000Z",0.12,-0.67,0.25,0.09
"2015-07-13T10:45:00.000Z",-0.04,-0.8,0.13,-0.05
"2015-07-13T11:00:00.000Z",-0.18,-0.92,0.03,-0.21
"2015-07-13T11:15:00.000Z",-0.28,-0.99,-0.09,-0.35
"2015-07-13T11:30:00.000Z",-0.36,-1.09,-0.21,-0.48
"2015-07-13T11:45:00.000Z",-0.49,-1.21,-0.32,-0.59
"2015-07-13T12:00:00.000Z",-0.63,-1.27,-0.43,-0.73
"2015-07-13T12:15:00.000Z",-0.69,-1.24,-0.54,-0.86
"2015-07-13T12:30:00.000Z",-0.69,-1.24,-0.66,-0.94
"2015-07-13T12:45:00.000Z",-0.78,-1.26,-0.79,-0.99
"2015-07-13T13:00:00.000Z",-0.92,-1.22,-0.89,-1.06
"2015-07-13T13:15:00.000Z",-0.94,-1.09,-0.95,-1.13
"2015-07-13T13:30:00.000Z",-0.85,-0.99,-1.02,-1.12
"2015-07-13T13:45:00.000Z",-0.87,-0.93,-1.08,-1.06
"2015-07-13T14:00:00.000Z",-0.94,-0.83,-1.09,-1.05
"2015-07-13T14:15:00.000Z",-0.81,-0.65,-1.04,-1.04
"2015-07-13T14:30:00.000Z",-0.6,-0.51,-1,-0.96
"2015-07-13T14:45:00.000Z",-0.59,-0.39,-0.98,-0.83
"2015-07-13T15:00:00.000Z",-0.63,-0.26,-0.92,-0.77
"2015-07-13T15:15:00.000Z",-0.52,-0.07,-0.81,-0.72
"2015-07-13T15:30:00.000Z",-0.37,0.09,-0.73,-0.6
"2015-07-13T15:45:00.000Z",-0.36,0.23,-0.67,-0.46
"2015-07-13T16:00:00.000Z",-0.37,0.37,-0.56,-0.37
"2015-07-13T16:15:00.000Z",-0.3,0.5,-0.38,-0.29
"2015-07-13T16:30:00.000Z",-0.16,0.64,-0.22,-0.18
"2015-07-13T16:45:00.000Z",-0.05,0.79,-0.1,-0.07
"2015-07-13T17:00:00.000Z",0.08,0.91,0.03,0
"2015-07-13T17:15:00.000Z",0.24,1,0.17,0.07
"2015-07-13T17:30:00.000Z",0.37,1.11,0.27,0.15
"2015-07-13T17:45:00.000Z",0.53,1.23,0.36,0.24
"2015-07-13T18:00:00.000Z",0.71,1.31,0.44,0.32
"2015-07-13T18:15:00.000Z",0.79,1.31,0.54,0.4
"2015-07-13T18:30:00.000Z",0.84,1.34,0.66,0.48
"2015-07-13T18:45:00.000Z",0.99,1.38,0.78,0.57
"2015-07-13T19:00:00.000Z",1.14,1.36,0.87,0.69
"2015-07-13T19:15:00.000Z",1.12,1.26,0.95,0.78
"2015-07-13T19:30:00.000Z",1.07,1.19,1.04,0.81
"2015-07-13T19:45:00.000Z",1.14,1.14,1.09,0.83
"2015-07-13T20:00:00.000Z",1.17,1.04,1.08,0.89
"2015-07-13T20:15:00.000Z",0.99,0.87,1.06,0.93
"2015-07-13T20:30:00.000Z",0.85,0.74,1.06,0.89
"2015-07-13T20:45:00.000Z",0.87,0.63,1.05,0.84
"2015-07-13T21:00:00.000Z",0.86,0.49,0.99,0.84
"2015-07-13T21:15:00.000Z",0.71,0.3,0.89,0.83
"2015-07-13T21:30:00.000Z",0.6,0.14,0.86,0.74
"2015-07-13T21:45:00.000Z",0.61,0,0.83,0.63
"2015-07-13T22:00:00.000Z",0.58,-0.14,0.77,0.56
"2015-07-13T22:15:00.000Z",0.48,-0.29,0.66,0.49
"2015-07-13T22:30:00.000Z",0.37,-0.42,0.53,0.37
"2015-07-13T22:45:00.000Z",0.26,-0.56,0.43,0.23
"2015-07-13T23:00:00.000Z",0.13,-0.7,0.31,0.09
"2015-07-13T23:15:00.000Z",-0.02,-0.8,0.18,-0.05
"2015-07-13T23:30:00.000Z",-0.14,-0.93,0.03,-0.19
"2015-07-13T23:45:00.000Z",-0.29,-1.07,-0.09,-0.34
"2015-07-14T00:00:00.000Z",-0.46,-1.18,-0.2,-0.5
"2015-07-14T00:15:00.000Z",-0.54,-1.22,-0.31,-0.65
"2015-07-14T00:30:00.000Z",-0.57,-1.28,-0.44,-0.76
"2015-07-14T00:45:00.000Z",-0.68,-1.36,-0.57,-0.86
"2015-07-14T01:00:00.000Z",-0.84,-1.37,-0.69,-0.97
"2015-07-14T01:15:00.000Z",-0.9,-1.28,-0.8,-1.09
"2015-07-14T01:30:00.000Z",-0.87,-1.23,-0.92,-1.14
"2015-07-14T01:45:00.000Z",-0.94,-1.21,-1.03,-1.14
"2015-07-14T02:00:00.000Z",-1.06,-1.13,-1.1,-1.16
"2015-07-14T02:15:00.000Z",-1.03,-0.96,-1.11,-1.19
"2015-07-14T02:30:00.000Z",-0.85,-0.84,-1.12,-1.14
"2015-07-14T02:45:00.000Z",-0.81,-0.74,-1.14,-1.04
"2015-07-14T03:00:00.000Z",-0.84,-0.62,-1.1,-0.99
"2015-07-14T03:15:00.000Z",-0.72,-0.43,-1.01,-0.96
"2015-07-14T03:30:00.000Z",-0.54,-0.27,-0.94,-0.86
"2015-07-14T03:45:00.000Z",-0.51,-0.13,-0.91,-0.72
"2015-07-14T04:00:00.000Z",-0.55,0.01,-0.84,-0.63
"2015-07-14T04:15:00.000Z",-0.47,0.18,-0.7,-0.57
"2015-07-14T04:30:00.000Z",-0.35,0.33,-0.56,-0.45
"2015-07-14T04:45:00.000Z",-0.31,0.47,-0.45,-0.31
"2015-07-14T05:00:00.000Z",-0.24,0.61,-0.31,-0.21
"2015-07-14T05:15:00.000Z",-0.13,0.72,-0.13,-0.14
"2015-07-14T05:30:00.000Z",0.03,0.85,0.01,-0.06
"2015-07-14T05:45:00.000Z",0.2,0.99,0.11,0.04
"2015-07-14T06:00:00.000Z",0.38,1.1,0.22,0.12
"2015-07-14T06:15:00.000Z",0.5,1.14,0.32,0.2
"2015-07-14T06:30:00.000Z",0.58,1.22,0.42,0.27
"2015-07-14T06:45:00.000Z",0.75,1.31,0.52,0.35
"2015-07-14T07:00:00.000Z",0.93,1.33,0.61,0.46
"2015-07-14T07:15:00.000Z",0.97,1.27,0.72,0.57
"2015-07-14T07:30:00.000Z",0.97,1.24,0.86,0.65
"2015-07-14T07:45:00.000Z",1.08,1.23,0.96,0.71
"2015-07-14T08:00:00.000Z",1.17,1.16,1,0.8
"2015-07-14T08:15:00.000Z",1.06,1.01,1.03,0.86
"2015-07-14T08:30:00.000Z",0.94,0.9,1.06,0.85
"2015-07-14T08:45:00.000Z",0.97,0.81,1.07,0.83
"2015-07-14T09:00:00.000Z",0.94,0.69,1.01,0.86
"2015-07-14T09:15:00.000Z",0.79,0.49,0.95,0.87
"2015-07-14T09:30:00.000Z",0.67,0.34,0.93,0.8
"2015-07-14T09:45:00.000Z",0.67,0.21,0.91,0.71
"2015-07-14T10:00:00.000Z",0.66,0.06,0.84,0.68
"2015-07-14T10:15:00.000Z",0.55,-0.11,0.74,0.63
"2015-07-14T10:30:00.000Z",0.47,-0.25,0.67,0.53
"2015-07-14T10:45:00.000Z",0.41,-0.39,0.61,0.4
"2015-07-14T11:00:00.000Z",0.34,-0.52,0.52,0.28
"2015-07-14T11:15:00.000Z",0.22,-0.64,0.38,0.17
"2015-07-14T11:30:00.000Z",0.08,-0.77,0.22,0.04
"2015-07-14T11:45:00.000Z",-0.09,-0.92,0.1,-0.12
"2015-07-14T12:00:00.000Z",-0.25,-1.04,-0.01,-0.29
"2015-07-14T12:15:00.000Z",-0.35,-1.11,-0.12,-0.44
"2015-07-14T12:30:00.000Z",-0.43,-1.21,-0.25,-0.57
"2015-07-14T12:45:00.000Z",-0.56,-1.32,-0.38,-0.68
"2015-07-14T13:00:00.000Z",-0.71,-1.37,-0.49,-0.82
"2015-07-14T13:15:00.000Z",-0.76,-1.32,-0.61,-0.96
"2015-07-14T13:30:00.000Z",-0.75,-1.31,-0.74,-1.04
"2015-07-14T13:45:00.000Z",-0.85,-1.31,-0.87,-1.07
"2015-07-14T14:00:00.000Z",-1,-1.26,-0.97,-1.13
"2015-07-14T14:15:00.000Z",-1.01,-1.09,-1.03,-1.2
"2015-07-14T14:30:00.000Z",-0.89,-0.98,-1.09,-1.18
"2015-07-14T14:45:00.000Z",-0.89,-0.9,-1.14,-1.1
"2015-07-14T15:00:00.000Z",-0.94,-0.78,-1.13,-1.06
"2015-07-14T15:15:00.000Z",-0.79,-0.58,-1.06,-1.04
"2015-07-14T15:30:00.000Z",-0.56,-0.41,-1,-0.95
"2015-07-14T15:45:00.000Z",-0.55,-0.28,-0.97,-0.8
