"Time","Strom (Z)","Billia (Z)","Hatston (Z)","Fow (Z)"
"2015-09-14T13:00:00.000Z",0.28,-0.62,0.48,0.22
"2015-09-14T13:15:00.000Z",0.15,-0.74,0.33,0.1
"2015-09-14T13:30:00.000Z",0,-0.88,0.16,-0.04
"2015-09-14T13:45:00.000Z",-0.17,-1.03,0.02,-0.21
"2015-09-14T14:00:00.000Z",-0.35,-1.15,-0.09,-0.39
"2015-09-14T14:15:00.000Z",-0.46,-1.21,-0.2,-0.55
"2015-09-14T14:30:00.000Z",-0.52,-1.3,-0.34,-0.67
"2015-09-14T14:45:00.000Z",-0.65,-1.41,-0.47,-0.78
"2015-09-14T15:00:00.000Z",-0.81,-1.44,-0.59,-0.92
"2015-09-14T15:15:00.000Z",-0.86,-1.36,-0.71,-1.06
"2015-09-14T15:30:00.000Z",-0.84,-1.33,-0.84,-1.12
"2015-09-14T15:45:00.000Z",-0.92,-1.32,-0.97,-1.14
"2015-09-14T16:00:00.000Z",-1.08,-1.24,-1.07,-1.19
"2015-09-14T16:15:00.000Z",-1.07,-1.05,-1.11,-1.24
"2015-09-14T16:30:00.000Z",-0.91,-0.91,-1.14,-1.19
"2015-09-14T16:45:00.000Z",-0.87,-0.81,-1.18,-1.09
"2015-09-14T17:00:00.000Z",-0.9,-0.68,-1.15,-1.03
"2015-09-14T17:15:00.000Z",-0.75,-0.45,-1.04,-1
"2015-09-14T17:30:00.000Z",-0.53,-0.28,-0.96,-0.88
"2015-09-14T17:45:00.000Z",-0.49,-0.13,-0.92,-0.72
"2015-09-14T18:00:00.000Z",-0.5,0.03,-0.84,-0.63
"2015-09-14T18:15:00.000Z",-0.4,0.23,-0.69,-0.56
"2015-09-14T18:30:00.000Z",-0.26,0.41,-0.56,-0.43
"2015-09-14T18:45:00.000Z",-0.24,0.57,-0.45,-0.28
"2015-09-14T19:00:00.000Z",-0.21,0.72,-0.29,-0.17
"2015-09-14T19:15:00.000Z",-0.1,0.85,-0.09,-0.08
"2015-09-14T19:30:00.000Z",0.06,1.01,0.06,0.01
"2015-09-14T19:45:00.000Z",0.25,1.17,0.18,0.12
"2015-09-14T20:00:00.000Z",0.46,1.29,0.31,0.21
"2015-09-14T20:15:00.000Z",0.61,1.36,0.44,0.31
"2015-09-14T20:30:00.000Z",0.74,1.46,0.55,0.38
"2015-09-14T20:45:00.000Z",0.95,1.57,0.65,0.47
"2015-09-14T21:00:00.000Z",1.15,1.61,0.76,0.6
"2015-09-14T21:15:00.000Z",1.2,1.55,0.88,0.73
"2015-09-14T21:30:00.000Z",1.2,1.53,1.03,0.81
"2015-09-14T21:45:00.000Z",1.34,1.52,1.14,0.88
"2015-09-14T22:00:00.000Z",1.43,1.45,1.2,0.99
"2015-09-14T22:15:00.000Z",1.31,1.28,1.24,1.06
"2015-09-14T22:30:00.000Z",1.19,1.16,1.29,1.05
"2015-09-14T22:45:00.000Z",1.23,1.06,1.3,1.03
"2015-09-14T23:00:00.000Z",1.18,0.92,1.24,1.07
"2015-09-14T23:15:00.000Z",0.99,0.7,1.16,1.08
"2015-09-14T23:30:00.000Z",0.88,0.54,1.16,1.01
"2015-09-14T23:45:00.000Z",0.89,0.39,1.13,0.9
"2015-09-15T00:00:00.000Z",0.85,0.22,1.03,0.87
"2015-09-15T00:15:00.000Z",0.73,0.02,0.92,0.82
"2015-09-15T00:30:00.000Z",0.63,-0.15,0.84,0.7
"2015-09-15T00:45:00.000Z",0.57,-0.31,0.79,0.55
"2015-09-15T01:00:00.000Z",0.48,-0.46,0.69,0.42
"2015-09-15T01:15:00.000Z",0.34,-0.61,0.53,0.3
"2015-09-15T01:30:00.000Z",0.19,-0.77,0.35,0.15
"2015-09-15T01:45:00.000Z",0,-0.94,0.21,-0.04
"2015-09-15T02:00:00.000Z",-0.19,-1.09,0.09,-0.24
"2015-09-15T02:15:00.000Z",-0.32,-1.18,-0.04,-0.42
"2015-09-15T02:30:00.000Z",-0.41,-1.31,-0.19,-0.56
"2015-09-15T02:45:00.000Z",-0.57,-1.45,-0.34,-0.7
"2015-09-15T03:00:00.000Z",-0.74,-1.52,-0.47,-0.86
"2015-09-15T03:15:00.000Z",-0.81,-1.48,-0.61,-1.02
"2015-09-15T03:30:00.000Z",-0.82,-1.49,-0.76,-1.12
"2015-09-15T03:45:00.000Z",-0.94,-1.51,-0.92,-1.19
"2015-09-15T04:00:00.000Z",-1.13,-1.46,-1.04,-1.27
"2015-09-15T04:15:00.000Z",-1.17,-1.3,-1.12,-1.35
"2015-09-15T04:30:00.000Z",-1.06,-1.19,-1.2,-1.34
"2015-09-15T04:45:00.000Z",-1.06,-1.11,-1.27,-1.27
"2015-09-15T05:00:00.000Z",-1.14,-1,-1.29,-1.24
"2015-09-15T05:15:00.000Z",-1,-0.79,-1.24,-1.24
"2015-09-15T05:30:00.000Z",-0.75,-0.62,-1.19,-1.15
"2015-09-15T05:45:00.000Z",-0.73,-0.49,-1.18,-1
"2015-09-15T06:00:00.000Z",-0.78,-0.34,-1.12,-0.92
"2015-09-15T06:15:00.000Z",-0.67,-0.13,-0.99,-0.86
"2015-09-15T06:30:00.000Z",-0.49,0.05,-0.87,-0.74
"2015-09-15T06:45:00.000Z",-0.48,0.21,-0.79,-0.58
"2015-09-15T07:00:00.000Z",-0.49,0.36,-0.67,-0.47
"2015-09-15T07:15:00.000Z",-0.39,0.51,-0.47,-0.39
"2015-09-15T07:30:00.000Z",-0.26,0.66,-0.29,-0.27
"2015-09-15T07:45:00.000Z",-0.11,0.83,-0.16,-0.16
"2015-09-15T08:00:00.000Z",0.06,0.96,-0.03,-0.08
"2015-09-15T08:15:00.000Z",0.23,1.05,0.11,0
"2015-09-15T08:30:00.000Z",0.37,1.16,0.23,0.08
"2015-09-15T08:45:00.000Z",0.56,1.29,0.32,0.17
"2015-09-15T09:00:00.000Z",0.77,1.37,0.41,0.27
"2015-09-15T09:15:00.000Z",0.85,1.35,0.53,0.38
"2015-09-15T09:30:00.000Z",0.89,1.37,0.67,0.47
"2015-09-15T09:45:00.000Z",1.05,1.4,0.79,0.57
"2015-09-15T10:00:00.000Z",1.2,1.36,0.89,0.7
"2015-09-15T10:15:00.000Z",1.15,1.22,0.98,0.79
"2015-09-15T10:30:00.000Z",1.06,1.13,1.07,0.82
"2015-09-15T10:45:00.000Z",1.13,1.06,1.11,0.83
"2015-09-15T11:00:00.000Z",1.13,0.95,1.08,0.89
"2015-09-15T11:15:00.000Z",0.93,0.75,1.03,0.91
"2015-09-15T11:30:00.000Z",0.78,0.6,1.03,0.86
"2015-09-15T11:45:00.000Z",0.81,0.47,1.01,0.79
"2015-09-15T12:00:00.000Z",0.79,0.31,0.93,0.78
"2015-09-15T12:15:00.000Z",0.64,0.11,0.82,0.76
"2015-09-15T12:30:00.000Z",0.53,-0.05,0.78,0.66
"2015-09-15T12:45:00.000Z",0.52,-0.2,0.76,0.54
"2015-09-15T13:00:00.000Z",0.49,-0.34,0.69,0.45
"2015-09-15T13:15:00.000Z",0.39,-0.48,0.57,0.36
"2015-09-15T13:30:00.000Z",0.26,-0.62,0.41,0.24
"2015-09-15T13:45:00.000Z",0.11,-0.77,0.28,0.08
"2015-09-15T14:00:00.000Z",-0.06,-0.91,0.16,-0.09
"2015-09-15T14:15:00.000Z",-0.18,-0.99,0.03,-0.25
"2015-09-15T14:30:00.000Z",-0.29,-1.12,-0.11,-0.39
"2015-09-15T14:45:00.000Z",-0.46,-1.26,-0.24,-0.53
"2015-09-15T15:00:00.000Z",-0.63,-1.35,-0.35,-0.68
"2015-09-15T15:15:00.000Z",-0.69,-1.34,-0.47,-0.84
"2015-09-15T15:30:00.000Z",-0.69,-1.36,-0.6,-0.94
"2015-09-15T15:45:00.000Z",-0.79,-1.4,-0.74,-1
"2015-09-15T16:00:00.000Z",-0.97,-1.38,-0.87,-1.1
"2015-09-15T16:15:00.000Z",-1.01,-1.23,-0.96,-1.2
"2015-09-15T16:30:00.000Z",-0.92,-1.13,-1.05,-1.21
"2015-09-15T16:45:00.000Z",-0.96,-1.07,-1.14,-1.16
"2015-09-15T17:00:00.000Z",-1.06,-0.96,-1.17,-1.14
"2015-09-15T17:15:00.000Z",-0.94,-0.75,-1.14,-1.14
"2015-09-15T17:30:00.000Z",-0.69,-0.59,-1.1,-1.06
"2015-09-15T17:45:00.000Z",-0.65,-0.46,-1.07,-0.91
"2015-09-15T18:00:00.000Z",-0.7,-0.31,-1,-0.83
"2015-09-15T18:15:00.000Z",-0.57,-0.1,-0.87,-0.78
"2015-09-15T18:30:00.000Z",-0.36,0.08,-0.77,-0.66
"2015-09-15T18:45:00.000Z",-0.35,0.24,-0.72,-0.5
"2015-09-15T19:00:00.000Z",-0.38,0.39,-0.61,-0.4
"2015-09-15T19:15:00.000Z",-0.32,0.55,-0.42,-0.32
"2015-09-15T19:30:00.000Z",-0.17,0.7,-0.25,-0.2
"2015-09-15T19:45:00.000Z",-0.07,0.87,-0.12,-0.06
"2015-09-15T20:00:00.000Z",0.06,1,0.03,0.01
"2015-09-15T20:15:00.000Z",0.24,1.1,0.19,0.09
"2015-09-15T20:30:00.000Z",0.4,1.23,0.32,0.18
"2015-09-15T20:45:00.000Z",0.6,1.37,0.41,0.28
"2015-09-15T21:00:00.000Z",0.82,1.46,0.51,0.38
"2015-09-15T21:15:00.000Z",0.92,1.46,0.62,0.47
"2015-09-15T21:30:00.000Z",0.98,1.5,0.76,0.56
"2015-09-15T21:45:00.000Z",1.15,1.54,0.88,0.67
"2015-09-15T22:00:00.000Z",1.31,1.52,0.98,0.79
"2015-09-15T22:15:00.000Z",1.27,1.4,1.08,0.9
"2015-09-15T22:30:00.000Z",1.2,1.32,1.18,0.94
"2015-09-15T22:45:00.000Z",1.28,1.26,1.24,0.96
"2015-09-15T23:00:00.000Z",1.31,1.15,1.23,1.03
"2015-09-15T23:15:00.000Z",1.1,0.96,1.19,1.07
"2015-09-15T23:30:00.000Z",0.95,0.81,1.2,1.02
"2015-09-15T23:45:00.000Z",0.99,0.68,1.19,0.96
"2015-09-16T00:00:00.000Z",0.98,0.53,1.11,0.96
"2015-09-16T00:15:00.000Z",0.82,0.32,1,0.94
"2015-09-16T00:30:00.000Z",0.7,0.15,0.96,0.84
"2015-09-16T00:45:00.000Z",0.7,0,0.94,0.71
"2015-09-16T01:00:00.000Z",0.67,-0.16,0.87,0.63
"2015-09-16T01:15:00.000Z",0.55,-0.32,0.74,0.55
"2015-09-16T01:30:00.000Z",0.43,-0.48,0.59,0.42
"2015-09-16T01:45:00.000Z",0.29,-0.64,0.47,0.25
"2015-09-16T02:00:00.000Z",0.14,-0.78,0.35,0.09
"2015-09-16T02:15:00.000Z",-0.02,-0.9,0.21,-0.07
"2015-09-16T02:30:00.000Z",-0.14,-1.04,0.05,-0.23
"2015-09-16T02:45:00.000Z",-0.32,-1.2,-0.09,-0.39
"2015-09-16T03:00:00.000Z",-0.5,-1.32,-0.2,-0.57
"2015-09-16T03:15:00.000Z",-0.59,-1.35,-0.33,-0.73
"2015-09-16T03:30:00.000Z",-0.61,-1.41,-0.48,-0.86
"2015-09-16T03:45:00.000Z",-0.73,-1.49,-0.63,-0.95
"2015-09-16T04:00:00.000Z",-0.92,-1.49,-0.77,-1.08
"2015-09-16T04:15:00.000Z",-1,-1.38,-0.89,-1.21
"2015-09-16T04:30:00.000Z",-0.95,-1.32,-1.01,-1.25
"2015-09-16T04:45:00.000Z",-1.02,-1.28,-1.12,-1.24
"2015-09-16T05:00:00.000Z",-1.16,-1.19,-1.19,-1.25
"2015-09-16T05:15:00.000Z",-1.11,-1,-1.2,-1.28
"2015-09-16T05:30:00.000Z",-0.89,-0.86,-1.21,-1.22
"2015-09-16T05:45:00.000Z",-0.83,-0.75,-1.22,-1.11
"2015-09-16T06:00:00.000Z",-0.88,-0.62,-1.18,-1.04
"2015-09-16T06:15:00.000Z",-0.78,-0.41,-1.08,-1.01
"2015-09-16T06:30:00.000Z",-0.57,-0.24,-1,-0.9
"2015-09-16T06:45:00.000Z",-0.54,-0.09,-0.96,-0.74
"2015-09-16T07:00:00.000Z",-0.58,0.07,-0.88,-0.65
"2015-09-16T07:15:00.000Z",-0.52,0.24,-0.72,-0.58
"2015-09-16T07:30:00.000Z",-0.38,0.4,-0.56,-0.45
"2015-09-16T07:45:00.000Z",-0.33,0.55,-0.43,-0.31
"2015-09-16T08:00:00.000Z",-0.23,0.69,-0.28,-0.21
"2015-09-16T08:15:00.000Z",-0.1,0.8,-0.1,-0.15
"2015-09-16T08:30:00.000Z",0.07,0.93,0.04,-0.07
"2015-09-16T08:45:00.000Z",0.26,1.08,0.14,0.03
"2015-09-16T09:00:00.000Z",0.46,1.19,0.23,0.13
"2015-09-16T09:15:00.000Z",0.57,1.23,0.34,0.21
"2015-09-16T09:30:00.000Z",0.65,1.29,0.45,0.28
"2015-09-16T09:45:00.000Z",0.83,1.37,0.56,0.37
"2015-09-16T10:00:00.000Z",1.02,1.38,0.66,0.5
"2015-09-16T10:15:00.000Z",1.04,1.3,0.78,0.62
"2015-09-16T10:30:00.000Z",1.02,1.25,0.91,0.69
"2015-09-16T10:45:00.000Z",1.12,1.22,1.01,0.74
"2015-09-16T11:00:00.000Z",1.2,1.14,1.04,0.83
"2015-09-16T11:15:00.000Z",1.06,0.97,1.04,0.88
"2015-09-16T11:30:00.000Z",0.91,0.84,1.07,0.86
"2015-09-16T11:45:00.000Z",0.93,0.74,1.06,0.83
"2015-09-16T12:00:00.000Z",0.91,0.6,1,0.85
"2015-09-16T12:15:00.000Z",0.76,0.4,0.92,0.85
"2015-09-16T12:30:00.000Z",0.63,0.24,0.89,0.77
"2015-09-16T12:45:00.000Z",0.63,0.1,0.87,0.67
"2015-09-16T13:00:00.000Z",0.62,-0.05,0.81,0.62
"2015-09-16T13:15:00.000Z",0.51,-0.21,0.7,0.57
"2015-09-16T13:30:00.000Z",0.42,-0.35,0.61,0.46
"2015-09-16T13:45:00.000Z",0.35,-0.49,0.53,0.31
"2015-09-16T14:00:00.000Z",0.25,-0.62,0.43,0.19
"2015-09-16T14:15:00.000Z",0.12,-0.73,0.28,0.06
"2015-09-16T14:30:00.000Z",-0.03,-0.87,0.12,-0.08
"2015-09-16T14:45:00.000Z",-0.19,-1.01,-0.01,-0.23
"2015-09-16T15:00:00.000Z",-0.36,-1.13,-0.12,-0.41
"2015-09-16T15:15:00.000Z",-0.46,-1.17,-0.23,-0.56
"2015-09-16T15:30:00.000Z",-0.51,-1.25,-0.36,-0.68
"2015-09-16T15:45:00.000Z",-0.63,-1.34,-0.49,-0.78
"2015-09-16T16:00:00.000Z",-0.79,-1.37,-0.61,-0.91
"2015-09-16T16:15:00.000Z",-0.84,-1.29,-0.72,-1.04
"2015-09-16T16:30:00.000Z",-0.81,-1.25,-0.84,-1.09
"2015-09-16T16:45:00.000Z",-0.89,-1.23,-0.97,-1.1
"2015-09-16T17:00:00.000Z",-1.03,-1.15,-1.05,-1.14
"2015-09-16T17:15:00.000Z",-1.01,-0.97,-1.09,-1.18
"2015-09-16T17:30:00.000Z",-0.84,-0.84,-1.11,-1.14
"2015-09-16T17:45:00.000Z",-0.81,-0.74,-1.14,-1.03
"2015-09-16T18:00:00.000Z",-0.84,-0.61,-1.1,-0.98
"2015-09-16T18:15:00.000Z",-0.71,-0.41,-0.99,-0.95
"2015-09-16T18:30:00.000Z",-0.5,-0.24,-0.92,-0.84
"2015-09-16T18:45:00.000Z",-0.47,-0.1,-0.88,-0.69
"2015-09-16T19:00:00.000Z",-0.49,0.05,-0.81,-0.6
"2015-09-16T19:15:00.000Z",-0.41,0.23,-0.67,-0.54
"2015-09-16T19:30:00.000Z",-0.28,0.39,-0.54,-0.42
"2015-09-16T19:45:00.000Z",-0.26,0.54,-0.43,-0.28
"2015-09-16T20:00:00.000Z",-0.22,0.68,-0.28,-0.17
"2015-09-16T20:15:00.000Z",-0.11,0.8,-0.1,-0.09
"2015-09-16T20:30:00.000Z",0.05,0.94,0.05,-0.01
"2015-09-16T20:45:00.000Z",0.24,1.09,0.16,0.09
"2015-09-16T21:00:00.000Z",0.43,1.2,0.28,0.18
"2015-09-16T21:15:00.000Z",0.56,1.25,0.39,0.26
"2015-09-16T21:30:00.000Z",0.66,1.34,0.5,0.34
"2015-09-16T21:45:00.000Z",0.85,1.43,0.6,0.42
"2015-09-16T22:00:00.000Z",1.04,1.46,0.69,0.54
"2015-09-16T22:15:00.000Z",1.08,1.4,0.81,0.66
"2015-09-16T22:30:00.000Z",1.07,1.37,0.95,0.73
"2015-09-16T22:45:00.000Z",1.2,1.36,1.05,0.8
"2015-09-16T23:00:00.000Z",1.28,1.28,1.1,0.89
"2015-09-16T23:15:00.000Z",1.17,1.12,1.13,0.96
"2015-09-16T23:30:00.000Z",1.05,1.01,1.17,0.95
"2015-09-16T23:45:00.000Z",1.08,0.92,1.17,0.93
"2015-09-17T00:00:00.000Z",1.05,0.79,1.12,0.96
"2015-09-17T00:15:00.000Z",0.88,0.59,1.05,0.97
"2015-09-17T00:30:00.000Z",0.77,0.43,1.04,0.9
"2015-09-17T00:45:00.000Z",0.78,0.29,1.01,0.81
"2015-09-17T01:00:00.000Z",0.75,0.14,0.93,0.77
"2015-09-17T01:15:00.000Z",0.65,-0.04,0.83,0.72
"2015-09-17T01:30:00.000Z",0.54,-0.19,0.75,0.61
"2015-09-17T01:45:00.000Z",0.49,-0.34,0.69,0.47
"2015-09-17T02:00:00.000Z",0.41,-0.47,0.6,0.35
"2015-09-17T02:15:00.000Z",0.28,-0.6,0.45,0.23
"2015-09-17T02:30:00.000Z",0.14,-0.75,0.28,0.1
"2015-09-17T02:45:00.000Z",-0.05,-0.9,0.15,-0.07
"2015-09-17T03:00:00.000Z",-0.21,-1.03,0.04,-0.25
"2015-09-17T03:15:00.000Z",-0.32,-1.1,-0.08,-0.42
"2015-09-17T03:30:00.000Z",-0.4,-1.21,-0.22,-0.54
"2015-09-17T03:45:00.000Z",-0.54,-1.33,-0.35,-0.67
"2015-09-17T04:00:00.000Z",-0.7,-1.39,-0.48,-0.82
"2015-09-17T04:15:00.000Z",-0.76,-1.34,-0.6,-0.96
"2015-09-17T04:30:00.000Z",-0.75,-1.33,-0.74,-1.04
"2015-09-17T04:45:00.000Z",-0.86,-1.34,-0.88,-1.09
"2015-09-17T05:00:00.000Z",-1.02,-1.29,-0.98,-1.15
"2015-09-17T05:15:00.000Z",-1.04,-1.14,-1.05,-1.23
"2015-09-17T05:30:00.000Z",-0.93,-1.03,-1.11,-1.21
"2015-09-17T05:45:00.000Z",-0.93,-0.95,-1.17,-1.14
"2015-09-17T06:00:00.000Z",-1,-0.85,-1.17,-1.11
"2015-09-17T06:15:00.000Z",-0.86,-0.65,-1.11,-1.1
"2015-09-17T06:30:00.000Z",-0.64,-0.5,-1.06,-1.01
"2015-09-17T06:45:00.000Z",-0.62,-0.37,-1.04,-0.87
"2015-09-17T07:00:00.000Z",-0.66,-0.23,-0.98,-0.8
"2015-09-17T07:15:00.000Z",-0.56,-0.05,-0.86,-0.75
"2015-09-17T07:30:00.000Z",-0.42,0.12,-0.76,-0.63
"2015-09-17T07:45:00.000Z",-0.41,0.26,-0.68,-0.48
"2015-09-17T08:00:00.000Z",-0.4,0.4,-0.56,-0.38
"2015-09-17T08:15:00.000Z",-0.33,0.53,-0.37,-0.3
"2015-09-17T08:30:00.000Z",-0.19,0.67,-0.21,-0.2
"2015-09-17T08:45:00.000Z",-0.05,0.81,-0.09,-0.1
"2015-09-17T09:00:00.000Z",0.1,0.93,0.03,-0.03
"2015-09-17T09:15:00.000Z",0.26,1,0.16,0.05
"2015-09-17T09:30:00.000Z",0.38,1.1,0.27,0.13
"2015-09-17T09:45:00.000Z",0.55,1.22,0.35,0.21
"2015-09-17T10:00:00.000Z",0.74,1.28,0.43,0.3
"2015-09-17T10:15:00.000Z",0.8,1.25,0.54,0.4
"2015-09-17T10:30:00.000Z",0.83,1.26,0.67,0.48
"2015-09-17T10:45:00.000Z",0.97,1.28,0.79,0.57
"2015-09-17T11:00:00.000Z",1.11,1.24,0.87,0.68
"2015-09-17T11:15:00.000Z",1.06,1.11,0.94,0.77
"2015-09-17T11:30:00.000Z",0.97,1.02,1.01,0.78
"2015-09-17T11:45:00.000Z",1.03,0.95,1.04,0.79
"2015-09-17T12:00:00.000Z",1.03,0.84,1.01,0.84
"2015-09-17T12:15:00.000Z",0.85,0.66,0.97,0.86
"2015-09-17T12:30:00.000Z",0.71,0.52,0.96,0.81
"2015-09-17T12:45:00.000Z",0.74,0.4,0.95,0.74
"2015-09-17T13:00:00.000Z",0.72,0.26,0.87,0.73
"2015-09-17T13:15:00.000Z",0.59,0.08,0.77,0.7
"2015-09-17T13:30:00.000Z",0.5,-0.07,0.73,0.61
"2015-09-17T13:45:00.000Z",0.49,-0.2,0.71,0.5
"2015-09-17T14:00:00.000Z",0.45,-0.33,0.64,0.41
"2015-09-17T14:15:00.000Z",0.36,-0.45,0.52,0.32
"2015-09-17T14:30:00.000Z",0.24,-0.58,0.37,0.22
"2015-09-17T14:45:00.000Z",0.1,-0.72,0.25,0.06
"2015-09-17T15:00:00.000Z",-0.06,-0.83,0.14,-0.09
"2015-09-17T15:15:00.000Z",-0.17,-0.91,0.02,-0.24
"2015-09-17T15:30:00.000Z",-0.26,-1.02,-0.12,-0.37
"2015-09-17T15:45:00.000Z",-0.41,-1.14,-0.24,-0.49
"2015-09-17T16:00:00.000Z",-0.57,-1.22,-0.34,-0.63
"2015-09-17T16:15:00.000Z",-0.62,-1.2,-0.44,-0.77
"2015-09-17T16:30:00.000Z",-0.62,-1.23,-0.57,-0.86
"2015-09-17T16:45:00.000Z",-0.72,-1.26,-0.7,-0.92
"2015-09-17T17:00:00.000Z",-0.88,-1.23,-0.81,-1.01
"2015-09-17T17:15:00.000Z",-0.9,-1.09,-0.89,-1.09
"2015-09-17T17:30:00.000Z",-0.82,-1.01,-0.98,-1.1
"2015-09-17T17:45:00.000Z",-0.85,-0.95,-1.05,-1.05
"2015-09-17T18:00:00.000Z",-0.94,-0.85,-1.08,-1.04
"2015-09-17T18:15:00.000Z",-0.83,-0.66,-1.04,-1.04
"2015-09-17T18:30:00.000Z",-0.61,-0.52,-1,-0.96
"2015-09-17T18:45:00.000Z",-0.59,-0.41,-0.98,-0.83
"2015-09-17T19:00:00.000Z",-0.63,-0.28,-0.91,-0.76
"2015-09-17T19:15:00.000Z",-0.51,-0.09,-0.8,-0.72
"2015-09-17T19:30:00.000Z",-0.34,0.07,-0.72,-0.61
"2015-09-17T19:45:00.000Z",-0.34,0.21,-0.68,-0.47
"2015-09-17T20:00:00.000Z",-0.36,0.34,-0.58,-0.38
"2015-09-17T20:15:00.000Z",-0.3,0.48,-0.41,-0.31
"2015-09-17T20:30:00.000Z",-0.19,0.61,-0.25,-0.21
"2015-09-17T20:45:00.000Z",-0.1,0.75,-0.13,-0.08
"2015-09-17T21:00:00.000Z",0.03,0.87,0,-0.01
"2015-09-17T21:15:00.000Z",0.18,0.95,0.14,0.06
"2015-09-17T21:30:00.000Z",0.32,1.06,0.26,0.14
"2015-09-17T21:45:00.000Z",0.49,1.18,0.35,0.22
"2015-09-17T22:00:00.000Z",0.67,1.26,0.43,0.31
"2015-09-17T22:15:00.000Z",0.75,1.26,0.52,0.39
"2015-09-17T22:30:00.000Z",0.8,1.28,0.64,0.46
"2015-09-17T22:45:00.000Z",0.95,1.32,0.75,0.55
"2015-09-17T23:00:00.000Z",1.09,1.3,0.84,0.67
"2015-09-17T23:15:00.000Z",1.07,1.19,0.93,0.76
"2015-09-17T23:30:00.000Z",1.01,1.12,1.02,0.79
"2015-09-17T23:45:00.000Z",1.08,1.07,1.07,0.81
"2015-09-18T00:00:00.000Z",1.11,0.97,1.06,0.87
"2015-09-18T00:15:00.000Z",0.94,0.8,1.03,0.91
"2015-09-18T00:30:00.000Z",0.8,0.67,1.03,0.87
"2015-09-18T00:45:00.000Z",0.84,0.56,1.02,0.82
"2015-09-18T01:00:00.000Z",0.83,0.43,0.96,0.81
"2015-09-18T01:15:00.000Z",0.7,0.24,0.86,0.8
"2015-09-18T01:30:00.000Z",0.58,0.09,0.83,0.71
"2015-09-18T01:45:00.000Z",0.59,-0.04,0.81,0.61
"2015-09-18T02:00:00.000Z",0.56,-0.17,0.75,0.54
"2015-09-18T02:15:00.000Z",0.47,-0.31,0.64,0.46
"2015-09-18T02:30:00.000Z",0.36,-0.44,0.51,0.35
"2015-09-18T02:45:00.000Z",0.25,-0.58,0.4,0.21
"2015-09-18T03:00:00.000Z",0.11,-0.7,0.29,0.07
"2015-09-18T03:15:00.000Z",-0.03,-0.79,0.16,-0.07
"2015-09-18T03:30:00.000Z",-0.13,-0.91,0.02,-0.21
"2015-09-18T03:45:00.000Z",-0.28,-1.05,-0.1,-0.35
"2015-09-18T04:00:00.000Z",-0.44,-1.15,-0.2,-0.5
"2015-09-18T04:15:00.000Z",-0.52,-1.16,-0.31,-0.64
"2015-09-18T04:30:00.000Z",-0.53,-1.22,-0.44,-0.75
"2015-09-18T04:45:00.000Z",-0.64,-1.28,-0.57,-0.83
"2015-09-18T05:00:00.000Z",-0.8,-1.28,-0.69,-0.94
"2015-09-18T05:15:00.000Z",-0.84,-1.18,-0.79,-1.04
"2015-09-18T05:30:00.000Z",-0.8,-1.12,-0.89,-1.08
"2015-09-18T05:45:00.000Z",-0.86,-1.09,-0.99,-1.07
"2015-09-18T06:00:00.000Z",-0.97,-1.01,-1.05,-1.08
"2015-09-18T06:15:00.000Z",-0.93,-0.84,-1.05,-1.1
"2015-09-18T06:30:00.000Z",-0.74,-0.71,-1.05,-1.05
"2015-09-18T06:45:00.000Z",-0.7,-0.62,-1.06,-0.95
"2015-09-18T07:00:00.000Z",-0.74,-0.51,-1.01,-0.9
"2015-09-18T07:15:00.000Z",-0.64,-0.33,-0.92,-0.86
"2015-09-18T07:30:00.000Z",-0.47,-0.17,-0.85,-0.77
"2015-09-18T07:45:00.000Z",-0.45,-0.04,-0.83,-0.63
"2015-09-18T08:00:00.000Z",-0.49,0.09,-0.76,-0.55
"2015-09-18T08:15:00.000Z",-0.43,0.24,-0.62,-0.49
"2015-09-18T08:30:00.000Z",-0.32,0.37,-0.48,-0.38
"2015-09-18T08:45:00.000Z",-0.28,0.51,-0.37,-0.26
"2015-09-18T09:00:00.000Z",-0.2,0.62,-0.23,-0.16
"2015-09-18T09:15:00.000Z",-0.08,0.72,-0.07,-0.1
"2015-09-18T09:30:00.000Z",0.06,0.83,0.05,-0.03
"2015-09-18T09:45:00.000Z",0.23,0.95,0.14,0.05
"2015-09-18T10:00:00.000Z",0.4,1.04,0.23,0.14
"2015-09-18T10:15:00.000Z",0.49,1.07,0.33,0.21
"2015-09-18T10:30:00.000Z",0.55,1.13,0.42,0.27
"2015-09-18T10:45:00.000Z",0.7,1.2,0.51,0.34
"2015-09-18T11:00:00.000Z",0.86,1.21,0.6,0.45
"2015-09-18T11:15:00.000Z",0.89,1.13,0.7,0.55
"2015-09-18T11:30:00.000Z",0.87,1.09,0.82,0.61
"2015-09-18T11:45:00.000Z",0.97,1.07,0.9,0.66
"2015-09-18T12:00:00.000Z",1.04,1,0.93,0.73
"2015-09-18T12:15:00.000Z",0.93,0.85,0.94,0.78
"2015-09-18T12:30:00.000Z",0.8,0.75,0.96,0.77
"2015-09-18T12:45:00.000Z",0.82,0.66,0.95,0.74
"2015-09-18T13:00:00.000Z",0.81,0.54,0.9,0.76
"2015-09-18T13:15:00.000Z",0.68,0.37,0.84,0.76
"2015-09-18T13:30:00.000Z",0.56,0.23,0.81,0.7
"2015-09-18T13:45:00.000Z",0.57,0.11,0.79,0.61
"2015-09-18T14:00:00.000Z",0.56,-0.02,0.73,0.57
